PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived,AgeGroup,FareCategory,SocialStatus,Child,FarePerPerson,FamilyType
2669,3,male,24.0,1,0,39.42,S,2,0,1,Young Adult,Medium,Lower,0,19.71,Small Family
2670,2,female,51.0,0,0,85.32,S,1,1,1,Adult,High,Middle,0,85.32,Single
2671,3,male,6.0,3,0,46.62,C,4,0,0,Child,Medium,Lower,1,11.655,Small Family
2672,2,male,23.0,0,2,43.72,S,3,0,1,Young Adult,Medium,Middle,0,14.573333333333332,Small Family
2673,3,male,14.0,1,0,31.07,S,2,0,0,Teen,Medium,Lower,1,15.535,Small Family
2674,1,male,35.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2675,3,male,16.0,0,3,36.86,S,4,0,0,Teen,Medium,Lower,0,9.215,Small Family
2676,2,male,36.0,0,0,78.84,S,1,1,0,Adult,Medium,Middle,0,78.84,Single
2677,2,male,28.0,0,0,117.49,S,1,1,0,Young Adult,High,Middle,0,117.49,Single
2678,1,male,24.0,0,0,151.7,Q,1,1,1,Young Adult,Very High,Upper,0,151.7,Single
2679,1,female,35.0,0,0,185.33,S,1,1,1,Young Adult,Very High,Upper,0,185.33,Single
2680,3,female,27.0,0,0,6.36,S,1,1,0,Young Adult,Low,Lower,0,6.36,Single
2681,2,male,16.0,0,0,40.24,S,1,1,1,Teen,Medium,Middle,0,40.24,Single
2682,3,male,62.375,0,0,58.07,S,1,1,0,Senior,Medium,Lower,0,58.07,Single
2683,1,male,24.0,0,0,144.36,S,1,1,1,Young Adult,High,Upper,0,144.36,Single
2684,2,male,1.0,0,0,115.0,S,1,1,1,Child,High,Middle,1,115.0,Single
2685,2,female,19.0,4,0,87.54,S,5,0,1,Teen,High,Middle,0,17.508000000000003,Large Family
2686,1,male,14.0,3,0,243.31125,C,4,0,1,Teen,Very High,Upper,1,60.8278125,Small Family
2687,1,male,41.0,0,0,243.31125,C,1,1,1,Adult,Very High,Upper,0,243.31125,Single
2688,2,female,34.0,4,2,116.29,S,7,0,1,Young Adult,High,Middle,0,16.612857142857145,Large Family
2689,2,female,35.0,1,0,66.21,S,2,0,1,Young Adult,Medium,Middle,0,33.105,Small Family
2690,2,male,25.0,0,0,51.95,S,1,1,0,Young Adult,Medium,Middle,0,51.95,Single
2691,3,female,26.0,0,1,11.73,S,2,0,1,Young Adult,Low,Lower,0,5.865,Small Family
2692,3,male,25.0,2,0,41.95,S,3,0,0,Young Adult,Medium,Lower,0,13.983333333333334,Small Family
2693,1,female,29.0,1,1,214.17,S,3,0,1,Young Adult,Very High,Upper,0,71.39,Small Family
2694,2,male,41.0,2,1,101.18,S,4,0,1,Adult,High,Middle,0,25.295,Small Family
2695,3,male,34.0,2,0,10.15,S,3,0,0,Young Adult,Low,Lower,0,3.3833333333333333,Small Family
2696,3,male,37.0,0,1,37.4,C,2,0,0,Adult,Medium,Lower,0,18.7,Small Family
2697,3,male,36.0,0,0,22.49,C,1,1,0,Adult,Low,Lower,0,22.49,Single
2698,2,male,41.0,0,1,114.49,S,2,0,1,Adult,High,Middle,0,57.245,Small Family
2699,3,female,34.0,0,0,49.0,S,1,1,0,Young Adult,Medium,Lower,0,49.0,Single
2700,3,female,35.0,0,0,59.92,S,1,1,1,Young Adult,Medium,Lower,0,59.92,Single
2701,3,male,45.0,0,2,19.16,Q,3,0,0,Adult,Low,Lower,0,6.386666666666667,Small Family
2702,3,male,21.0,0,0,8.4,C,1,1,0,Young Adult,Low,Lower,0,8.4,Single
2703,1,male,19.0,0,2,243.31125,C,3,0,1,Teen,Very High,Upper,0,81.10375,Small Family
2704,1,female,15.0,0,0,243.31125,S,1,1,1,Teen,Very High,Upper,1,243.31125,Single
2705,3,female,32.0,0,0,14.82,S,1,1,1,Young Adult,Low,Lower,0,14.82,Single
2706,3,female,6.0,0,0,37.85,S,1,1,1,Child,Medium,Lower,1,37.85,Single
2707,1,male,36.0,0,0,243.31125,C,1,1,1,Adult,Very High,Upper,0,243.31125,Single
2708,2,male,29.0,1,0,54.14,C,2,0,1,Young Adult,Medium,Middle,0,27.07,Small Family
2709,1,male,45.0,3,0,129.44,S,4,0,1,Adult,High,Upper,0,32.36,Small Family
2710,2,male,21.0,0,0,52.5,S,1,1,0,Young Adult,Medium,Middle,0,52.5,Single
2711,3,female,27.0,0,1,19.74,C,2,0,1,Young Adult,Low,Lower,0,9.87,Small Family
2712,3,female,45.0,2,0,52.96,S,3,0,1,Adult,Medium,Lower,0,17.653333333333332,Small Family
2713,2,female,48.0,0,1,115.54,C,2,0,1,Adult,High,Middle,0,57.77,Small Family
2714,2,male,21.0,1,0,73.0,S,2,0,0,Young Adult,Medium,Middle,0,36.5,Small Family
2715,1,female,32.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2716,2,male,34.0,2,0,110.82,S,3,0,1,Young Adult,High,Middle,0,36.94,Small Family
2717,3,female,35.0,3,2,53.34,S,6,0,1,Young Adult,Medium,Lower,0,8.89,Large Family
2718,3,male,27.0,1,0,20.28,S,2,0,0,Young Adult,Low,Lower,0,10.14,Small Family
2719,3,male,47.0,0,0,44.74,Q,1,1,0,Adult,Medium,Lower,0,44.74,Single
2720,1,male,5.0,2,1,139.85,Q,4,0,1,Child,High,Upper,1,34.9625,Small Family
2721,3,male,25.0,1,0,39.97,S,2,0,0,Young Adult,Medium,Lower,0,19.985,Small Family
2722,3,male,36.0,1,1,56.05,S,3,0,0,Adult,Medium,Lower,0,18.683333333333334,Small Family
2723,3,female,36.0,0,0,51.45,S,1,1,1,Adult,Medium,Lower,0,51.45,Single
2724,2,male,48.0,1,0,61.32,S,2,0,0,Adult,Medium,Middle,0,30.66,Small Family
2725,2,male,46.0,0,0,117.87,Q,1,1,1,Adult,High,Middle,0,117.87,Single
2726,2,female,26.0,0,0,80.17,S,1,1,1,Young Adult,High,Middle,0,80.17,Single
2727,1,female,47.0,0,1,140.36,S,2,0,1,Adult,High,Upper,0,70.18,Small Family
2728,1,male,21.0,0,1,139.21,Q,2,0,1,Young Adult,High,Upper,0,69.605,Small Family
2729,1,male,42.0,1,0,243.31125,S,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
2730,2,male,54.0,1,2,103.55,C,4,0,1,Adult,High,Middle,0,25.8875,Small Family
2731,3,male,46.0,0,0,47.24,S,1,1,0,Adult,Medium,Lower,0,47.24,Single
2732,2,female,31.0,1,0,71.18,Q,2,0,1,Young Adult,Medium,Middle,0,35.59,Small Family
2733,1,female,26.0,3,0,243.31125,C,4,0,1,Young Adult,Very High,Upper,0,60.8278125,Small Family
2734,3,male,10.0,0,0,53.06,Q,1,1,0,Child,Medium,Lower,1,53.06,Single
2735,3,female,34.0,0,0,35.02,Q,1,1,0,Young Adult,Medium,Lower,0,35.02,Single
2736,3,male,16.0,0,0,8.71,S,1,1,0,Teen,Low,Lower,0,8.71,Single
2737,3,male,20.0,0,0,32.94,S,1,1,0,Young Adult,Medium,Lower,0,32.94,Single
2738,3,female,15.0,0,1,48.43,S,2,0,1,Teen,Medium,Lower,1,24.215,Small Family
2739,3,male,24.0,0,1,34.09,C,2,0,0,Young Adult,Medium,Lower,0,17.045,Small Family
2740,1,female,30.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2741,2,male,34.0,4,0,54.94,Q,5,0,0,Young Adult,Medium,Middle,0,10.988,Large Family
2742,1,female,22.0,1,0,118.4,S,2,0,1,Young Adult,High,Upper,0,59.2,Small Family
2743,1,male,44.0,0,1,187.54,C,2,0,1,Adult,Very High,Upper,0,93.77,Small Family
2744,1,female,27.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2745,3,male,20.0,0,0,48.23,S,1,1,0,Young Adult,Medium,Lower,0,48.23,Single
2746,3,male,33.0,0,2,9.99,S,3,0,0,Young Adult,Low,Lower,0,3.33,Small Family
2747,3,female,56.0,0,0,36.98,S,1,1,0,Adult,Medium,Lower,0,36.98,Single
2748,1,male,34.0,0,0,108.03,S,1,1,1,Young Adult,High,Upper,0,108.03,Single
2749,3,female,25.0,0,0,12.65,S,1,1,0,Young Adult,Low,Lower,0,12.65,Single
2750,3,male,10.0,0,0,16.15,S,1,1,1,Child,Low,Lower,1,16.15,Single
2751,2,female,27.0,0,2,56.48,C,3,0,1,Young Adult,Medium,Middle,0,18.826666666666664,Small Family
2752,3,male,33.0,2,0,13.88,S,3,0,0,Young Adult,Low,Lower,0,4.626666666666667,Small Family
2753,2,female,25.0,0,0,51.9,S,1,1,1,Young Adult,Medium,Middle,0,51.9,Single
2754,2,male,8.0,0,0,94.92,Q,1,1,1,Child,High,Middle,1,94.92,Single
2755,3,female,19.0,0,0,7.67,C,1,1,1,Teen,Low,Lower,0,7.67,Single
2756,2,male,49.0,4,0,85.43,S,5,0,0,Adult,High,Middle,0,17.086000000000002,Large Family
2757,2,female,49.0,2,0,89.3,C,3,0,1,Adult,High,Middle,0,29.766666666666666,Small Family
2758,3,male,18.0,0,0,6.22,Q,1,1,0,Teen,Low,Lower,0,6.22,Single
2759,3,male,39.0,3,0,11.19,Q,4,0,0,Adult,Low,Lower,0,2.7975,Small Family
2760,1,female,15.0,0,0,154.52,C,1,1,1,Teen,Very High,Upper,1,154.52,Single
2761,1,male,48.0,4,0,153.53,S,5,0,1,Adult,Very High,Upper,0,30.706,Large Family
2762,1,female,33.0,0,3,121.31,S,4,0,1,Young Adult,High,Upper,0,30.3275,Small Family
2763,3,male,42.0,0,0,17.66,S,1,1,0,Adult,Low,Lower,0,17.66,Single
2764,2,male,8.0,1,2,72.58,S,4,0,1,Child,Medium,Middle,1,18.145,Small Family
2765,1,male,39.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
2766,3,male,30.0,1,1,38.57,S,3,0,0,Young Adult,Medium,Lower,0,12.856666666666667,Small Family
2767,3,female,41.0,0,0,10.07,S,1,1,1,Adult,Low,Lower,0,10.07,Single
2768,1,female,42.0,1,0,243.31125,S,2,0,1,Adult,Very High,Upper,0,121.655625,Small Family
2769,3,female,31.0,0,0,47.53,S,1,1,1,Young Adult,Medium,Lower,0,47.53,Single
2770,3,male,22.0,0,0,17.31,S,1,1,0,Young Adult,Low,Lower,0,17.31,Single
2771,1,male,40.0,2,1,196.98,C,4,0,1,Adult,Very High,Upper,0,49.245,Small Family
2772,2,male,29.0,2,0,51.89,S,3,0,1,Young Adult,Medium,Middle,0,17.296666666666667,Small Family
2773,3,female,19.0,4,0,35.14,Q,5,0,1,Teen,Medium,Lower,0,7.0280000000000005,Large Family
2774,2,female,18.0,1,2,55.81,S,4,0,1,Teen,Medium,Middle,0,13.9525,Small Family
2775,3,female,11.0,1,0,39.01,S,2,0,1,Child,Medium,Lower,1,19.505,Small Family
2776,2,female,23.0,0,0,89.91,S,1,1,1,Young Adult,High,Middle,0,89.91,Single
2777,1,female,44.0,0,0,243.31125,S,1,1,1,Adult,Very High,Upper,0,243.31125,Single
2778,1,male,32.0,0,0,243.31125,S,1,1,0,Young Adult,Very High,Upper,0,243.31125,Single
2779,2,male,23.0,0,1,113.68,C,2,0,0,Young Adult,High,Middle,0,56.84,Small Family
2780,1,male,40.0,2,0,243.31125,C,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
2781,1,male,19.0,0,0,230.59,C,1,1,1,Teen,Very High,Upper,0,230.59,Single
2782,3,female,31.0,3,0,52.91,S,4,0,0,Young Adult,Medium,Lower,0,13.2275,Small Family
2783,3,male,28.0,0,0,6.34,S,1,1,0,Young Adult,Low,Lower,0,6.34,Single
2784,3,female,40.0,1,0,35.65,S,2,0,1,Adult,Medium,Lower,0,17.825,Small Family
2785,3,male,9.0,0,0,26.11,S,1,1,0,Child,Medium,Lower,1,26.11,Single
2786,1,male,19.0,0,0,231.8,S,1,1,1,Teen,Very High,Upper,0,231.8,Single
2787,3,female,9.0,3,1,24.81,S,5,0,1,Child,Low,Lower,1,4.962,Large Family
2788,1,male,27.0,0,0,224.17,Q,1,1,0,Young Adult,Very High,Upper,0,224.17,Single
2789,3,female,46.0,0,0,6.12,S,1,1,1,Adult,Low,Lower,0,6.12,Single
2790,3,male,23.0,0,0,27.32,C,1,1,0,Young Adult,Medium,Lower,0,27.32,Single
2791,3,male,23.0,0,2,50.72,S,3,0,0,Young Adult,Medium,Lower,0,16.906666666666666,Small Family
2792,3,female,41.0,0,0,18.76,S,1,1,1,Adult,Low,Lower,0,18.76,Single
2793,3,male,44.0,1,3,7.9,C,5,0,1,Adult,Low,Lower,0,1.58,Large Family
2794,2,male,29.0,0,2,109.79,S,3,0,1,Young Adult,High,Middle,0,36.59666666666667,Small Family
2795,2,male,39.0,0,1,87.26,S,2,0,0,Adult,High,Middle,0,43.63,Small Family
2796,3,female,16.0,0,0,8.53,S,1,1,1,Teen,Low,Lower,0,8.53,Single
2797,1,male,48.0,1,0,170.18,S,2,0,1,Adult,Very High,Upper,0,85.09,Small Family
2798,3,female,58.0,1,0,37.73,S,2,0,1,Adult,Medium,Lower,0,18.865,Small Family
2799,3,female,37.0,0,2,18.75,S,3,0,1,Adult,Low,Lower,0,6.25,Small Family
2800,1,female,3.0,0,1,243.31125,S,2,0,1,Child,Very High,Upper,1,121.655625,Small Family
2801,3,female,23.0,0,2,50.68,C,3,0,1,Young Adult,Medium,Lower,0,16.893333333333334,Small Family
2802,3,female,38.0,1,0,15.94,S,2,0,1,Adult,Low,Lower,0,7.97,Small Family
2803,3,male,25.0,1,0,44.56,S,2,0,0,Young Adult,Medium,Lower,0,22.28,Small Family
2804,3,female,47.0,2,0,32.75,S,3,0,1,Adult,Medium,Lower,0,10.916666666666666,Small Family
2805,3,female,38.0,0,0,54.77,C,1,1,0,Adult,Medium,Lower,0,54.77,Single
2806,3,female,21.0,0,0,58.51,S,1,1,1,Young Adult,Medium,Lower,0,58.51,Single
2807,3,male,30.0,0,0,31.67,S,1,1,0,Young Adult,Medium,Lower,0,31.67,Single
2808,1,male,18.0,0,2,199.69,S,3,0,0,Teen,Very High,Upper,0,66.56333333333333,Small Family
2809,2,female,28.0,0,0,95.47,C,1,1,1,Young Adult,High,Middle,0,95.47,Single
2810,3,female,23.0,0,1,22.53,S,2,0,1,Young Adult,Low,Lower,0,11.265,Small Family
2811,1,female,45.0,1,1,243.31125,S,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
2812,3,female,58.0,0,0,58.06,S,1,1,1,Adult,Medium,Lower,0,58.06,Single
2813,3,female,11.0,2,0,28.79,S,3,0,1,Child,Medium,Lower,1,9.596666666666666,Small Family
2814,1,male,5.0,0,0,243.31125,S,1,1,1,Child,Very High,Upper,1,243.31125,Single
2815,3,female,27.0,2,0,51.07,C,3,0,1,Young Adult,Medium,Lower,0,17.023333333333333,Small Family
2816,3,male,10.0,4,0,37.98,S,5,0,0,Child,Medium,Lower,1,7.595999999999999,Large Family
2817,2,female,31.0,2,0,79.07,S,3,0,1,Young Adult,Medium,Middle,0,26.356666666666666,Small Family
2818,1,male,40.0,1,3,129.97,S,5,0,1,Adult,High,Upper,0,25.994,Large Family
2819,1,male,49.0,1,0,217.83,S,2,0,1,Adult,Very High,Upper,0,108.915,Small Family
2820,2,male,33.0,0,1,119.72,S,2,0,1,Young Adult,High,Middle,0,59.86,Small Family
2821,3,female,27.0,0,1,56.34,S,2,0,1,Young Adult,Medium,Lower,0,28.17,Small Family
2822,1,male,4.0,1,0,136.11,C,2,0,1,Child,High,Upper,1,68.055,Small Family
2823,3,male,30.0,1,0,50.98,S,2,0,0,Young Adult,Medium,Lower,0,25.49,Small Family
2824,1,male,31.0,4,1,201.22,S,6,0,1,Young Adult,Very High,Upper,0,33.53666666666667,Large Family
2825,2,male,38.0,0,0,47.4,S,1,1,0,Adult,Medium,Middle,0,47.4,Single
2826,3,male,21.0,0,0,23.39,Q,1,1,0,Young Adult,Low,Lower,0,23.39,Single
2827,3,male,24.0,1,2,33.38,C,4,0,0,Young Adult,Medium,Lower,0,8.345,Small Family
2828,1,female,11.0,4,0,136.75,C,5,0,1,Child,High,Upper,1,27.35,Large Family
2829,2,male,1.0,0,0,74.13,S,1,1,0,Child,Medium,Middle,1,74.13,Single
2830,1,female,16.0,0,0,153.03,S,1,1,1,Teen,Very High,Upper,0,153.03,Single
2831,2,female,10.0,0,0,63.55,S,1,1,1,Child,Medium,Middle,1,63.55,Single
2832,3,male,34.0,0,2,58.69,S,3,0,0,Young Adult,Medium,Lower,0,19.563333333333333,Small Family
2833,1,female,23.0,0,1,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
2834,2,male,23.0,0,0,87.77,C,1,1,1,Young Adult,High,Middle,0,87.77,Single
2835,2,female,17.0,2,3,107.62,S,6,0,1,Teen,High,Middle,0,17.936666666666667,Large Family
2836,3,male,1.0,0,1,29.29,S,2,0,0,Child,Medium,Lower,1,14.645,Small Family
2837,3,male,50.0,0,0,29.19,S,1,1,0,Adult,Medium,Lower,0,29.19,Single
2838,1,male,17.0,1,0,235.26,S,2,0,1,Teen,Very High,Upper,0,117.63,Small Family
2839,3,male,25.0,3,0,7.47,S,4,0,0,Young Adult,Low,Lower,0,1.8675,Small Family
2840,2,male,11.0,4,0,98.86,S,5,0,1,Child,High,Middle,1,19.772,Large Family
2841,2,male,43.0,0,0,61.92,S,1,1,1,Adult,Medium,Middle,0,61.92,Single
2842,3,male,32.0,3,0,49.11,Q,4,0,0,Young Adult,Medium,Lower,0,12.2775,Small Family
2843,3,female,19.0,0,0,43.02,Q,1,1,1,Teen,Medium,Lower,0,43.02,Single
2844,3,male,25.0,1,1,24.4,S,3,0,0,Young Adult,Low,Lower,0,8.133333333333333,Small Family
2845,3,male,52.0,1,1,40.59,S,3,0,0,Adult,Medium,Lower,0,13.530000000000001,Small Family
2846,2,male,29.0,0,0,116.28,S,1,1,0,Young Adult,High,Middle,0,116.28,Single
2847,3,male,28.0,0,2,19.59,S,3,0,0,Young Adult,Low,Lower,0,6.53,Small Family
2848,2,male,18.0,0,0,98.13,C,1,1,0,Teen,High,Middle,0,98.13,Single
2849,3,female,5.0,2,0,48.84,S,3,0,1,Child,Medium,Lower,1,16.28,Small Family
2850,2,female,28.0,0,0,45.91,S,1,1,1,Young Adult,Medium,Middle,0,45.91,Single
2851,3,female,34.0,1,1,35.95,S,3,0,1,Young Adult,Medium,Lower,0,11.983333333333334,Small Family
2852,1,male,44.0,0,2,174.99,S,3,0,1,Adult,Very High,Upper,0,58.330000000000005,Small Family
2853,1,male,1.0,0,1,114.04,S,2,0,1,Child,High,Upper,1,57.02,Small Family
2854,3,female,15.0,4,2,17.95,S,7,0,1,Teen,Low,Lower,1,2.564285714285714,Large Family
2855,1,male,22.0,1,0,152.23,C,2,0,1,Young Adult,Very High,Upper,0,76.115,Small Family
2856,3,male,30.0,3,1,33.97,S,5,0,0,Young Adult,Medium,Lower,0,6.794,Large Family
2857,1,male,28.0,0,0,202.8,S,1,1,1,Young Adult,Very High,Upper,0,202.8,Single
2858,1,female,28.0,0,0,187.81,Q,1,1,1,Young Adult,Very High,Upper,0,187.81,Single
2859,1,female,35.0,0,0,234.38,S,1,1,1,Young Adult,Very High,Upper,0,234.38,Single
2860,1,female,18.0,0,1,243.31125,Q,2,0,1,Teen,Very High,Upper,0,121.655625,Small Family
2861,3,female,42.0,0,0,11.32,S,1,1,0,Adult,Low,Lower,0,11.32,Single
2862,2,female,36.0,1,0,53.68,Q,2,0,1,Adult,Medium,Middle,0,26.84,Small Family
2863,3,female,26.0,0,0,21.81,S,1,1,0,Young Adult,Low,Lower,0,21.81,Single
2864,3,male,51.0,0,0,46.07,S,1,1,0,Adult,Medium,Lower,0,46.07,Single
2865,2,female,50.0,0,0,72.37,C,1,1,1,Adult,Medium,Middle,0,72.37,Single
2866,3,male,42.0,0,0,15.13,C,1,1,0,Adult,Low,Lower,0,15.13,Single
2867,3,female,1.0,1,0,37.88,S,2,0,1,Child,Medium,Lower,1,18.94,Small Family
2868,3,female,51.0,0,2,43.95,S,3,0,1,Adult,Medium,Lower,0,14.65,Small Family
2869,2,female,40.0,0,1,70.25,Q,2,0,1,Adult,Medium,Middle,0,35.125,Small Family
2870,2,female,56.0,0,0,63.39,S,1,1,1,Adult,Medium,Middle,0,63.39,Single
2871,3,male,46.0,2,2,42.34,S,5,0,0,Adult,Medium,Lower,0,8.468,Large Family
2872,3,female,51.0,3,0,38.6,S,4,0,1,Adult,Medium,Lower,0,9.65,Small Family
2873,3,male,41.0,1,0,9.29,S,2,0,0,Adult,Low,Lower,0,4.645,Small Family
2874,2,male,48.0,0,0,71.48,S,1,1,0,Adult,Medium,Middle,0,71.48,Single
2875,3,male,56.0,0,0,31.87,C,1,1,0,Adult,Medium,Lower,0,31.87,Single
2876,2,male,33.0,1,0,62.88,C,2,0,1,Young Adult,Medium,Middle,0,31.44,Small Family
2877,2,male,10.0,4,0,119.88,Q,5,0,1,Child,High,Middle,1,23.976,Large Family
2878,1,male,26.0,4,0,243.31125,S,5,0,1,Young Adult,Very High,Upper,0,48.66225,Large Family
2879,3,male,35.0,2,0,34.88,S,3,0,0,Young Adult,Medium,Lower,0,11.626666666666667,Small Family
2880,1,female,31.0,0,1,179.03,S,2,0,1,Young Adult,Very High,Upper,0,89.515,Small Family
2881,2,female,14.0,3,0,107.16,S,4,0,1,Teen,High,Middle,1,26.79,Small Family
2882,3,male,9.0,1,1,46.03,S,3,0,0,Child,Medium,Lower,1,15.343333333333334,Small Family
2883,1,male,20.0,1,0,193.36,S,2,0,1,Young Adult,Very High,Upper,0,96.68,Small Family
2884,1,male,41.0,0,2,243.31125,S,3,0,1,Adult,Very High,Upper,0,81.10375,Small Family
2885,1,female,51.0,0,0,108.72,S,1,1,1,Adult,High,Upper,0,108.72,Single
2886,3,male,42.0,0,2,45.09,S,3,0,0,Adult,Medium,Lower,0,15.030000000000001,Small Family
2887,3,female,44.0,0,1,30.38,Q,2,0,1,Adult,Medium,Lower,0,15.19,Small Family
2888,2,male,29.0,0,0,67.33,C,1,1,0,Young Adult,Medium,Middle,0,67.33,Single
2889,3,female,7.0,2,0,17.9,C,3,0,1,Child,Low,Lower,1,5.966666666666666,Small Family
2890,3,male,24.0,0,0,6.42,C,1,1,0,Young Adult,Low,Lower,0,6.42,Single
2891,2,female,27.0,0,2,72.89,S,3,0,1,Young Adult,Medium,Middle,0,24.296666666666667,Small Family
2892,3,male,24.0,0,0,22.92,C,1,1,0,Young Adult,Low,Lower,0,22.92,Single
2893,3,male,31.0,0,0,59.31,C,1,1,0,Young Adult,Medium,Lower,0,59.31,Single
2894,3,male,36.0,4,0,52.77,S,5,0,0,Adult,Medium,Lower,0,10.554,Large Family
2895,1,male,41.0,0,0,159.69,C,1,1,1,Adult,Very High,Upper,0,159.69,Single
2896,3,male,26.0,0,0,32.56,S,1,1,0,Young Adult,Medium,Lower,0,32.56,Single
2897,3,male,5.0,2,2,49.39,S,5,0,0,Child,Medium,Lower,1,9.878,Large Family
2898,2,male,24.0,2,0,50.7,S,3,0,0,Young Adult,Medium,Middle,0,16.900000000000002,Small Family
2899,2,female,31.0,0,3,80.79,S,4,0,1,Young Adult,High,Middle,0,20.1975,Small Family
2900,1,male,46.0,1,0,174.57,S,2,0,1,Adult,Very High,Upper,0,87.285,Small Family
2901,1,male,23.0,1,0,223.3,S,2,0,1,Young Adult,Very High,Upper,0,111.65,Small Family
2902,3,female,37.0,1,0,8.99,S,2,0,1,Adult,Low,Lower,0,4.495,Small Family
2903,1,female,34.0,0,1,223.74,S,2,0,1,Young Adult,Very High,Upper,0,111.87,Small Family
2904,2,male,31.0,4,0,75.81,Q,5,0,1,Young Adult,Medium,Middle,0,15.162,Large Family
2905,3,female,42.0,0,0,44.49,C,1,1,1,Adult,Medium,Lower,0,44.49,Single
2906,1,male,21.0,0,0,242.01,C,1,1,1,Young Adult,Very High,Upper,0,242.01,Single
2907,3,female,23.0,0,0,13.92,S,1,1,0,Young Adult,Low,Lower,0,13.92,Single
2908,1,male,30.0,0,1,243.31125,S,2,0,1,Young Adult,Very High,Upper,0,121.655625,Small Family
2909,2,male,22.0,3,0,78.8,S,4,0,1,Young Adult,Medium,Middle,0,19.7,Small Family
2910,2,male,37.0,0,0,56.52,S,1,1,1,Adult,Medium,Middle,0,56.52,Single
2911,1,male,21.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2912,1,male,33.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2913,3,male,29.0,0,0,10.71,S,1,1,0,Young Adult,Low,Lower,0,10.71,Single
2914,3,female,33.0,3,0,6.51,S,4,0,1,Young Adult,Low,Lower,0,1.6275,Small Family
2915,1,female,24.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2916,3,female,26.0,1,0,57.61,S,2,0,1,Young Adult,Medium,Lower,0,28.805,Small Family
2917,3,male,31.0,1,0,28.23,C,2,0,0,Young Adult,Medium,Lower,0,14.115,Small Family
2918,3,female,33.0,1,0,7.78,S,2,0,1,Young Adult,Low,Lower,0,3.89,Small Family
2919,2,female,30.0,1,0,92.23,C,2,0,1,Young Adult,High,Middle,0,46.115,Small Family
2920,2,male,52.0,0,0,49.49,S,1,1,1,Adult,Medium,Middle,0,49.49,Single
2921,2,male,17.0,2,0,63.34,C,3,0,1,Teen,Medium,Middle,0,21.113333333333333,Small Family
2922,3,male,29.0,1,0,48.71,S,2,0,0,Young Adult,Medium,Lower,0,24.355,Small Family
2923,3,female,10.0,1,1,40.73,S,3,0,1,Child,Medium,Lower,1,13.576666666666666,Small Family
2924,1,female,35.0,4,0,243.31125,S,5,0,1,Young Adult,Very High,Upper,0,48.66225,Large Family
2925,2,male,16.0,1,0,103.91,Q,2,0,1,Teen,High,Middle,0,51.955,Small Family
2926,3,female,26.0,2,0,20.9,S,3,0,1,Young Adult,Low,Lower,0,6.966666666666666,Small Family
2927,3,male,25.0,3,0,7.07,S,4,0,0,Young Adult,Low,Lower,0,1.7675,Small Family
2928,3,male,34.0,0,1,32.96,S,2,0,0,Young Adult,Medium,Lower,0,16.48,Small Family
2929,3,male,23.0,0,0,31.88,S,1,1,0,Young Adult,Medium,Lower,0,31.88,Single
2930,2,female,22.0,0,0,91.86,S,1,1,1,Young Adult,High,Middle,0,91.86,Single
2931,3,male,49.0,0,0,52.61,C,1,1,0,Adult,Medium,Lower,0,52.61,Single
2932,3,male,34.0,2,1,24.5,S,4,0,0,Young Adult,Low,Lower,0,6.125,Small Family
2933,1,male,23.0,1,2,194.64,S,4,0,1,Young Adult,Very High,Upper,0,48.66,Small Family
2934,3,female,27.0,1,0,30.87,S,2,0,1,Young Adult,Medium,Lower,0,15.435,Small Family
2935,3,female,51.0,4,1,22.83,S,6,0,1,Adult,Low,Lower,0,3.8049999999999997,Large Family
2936,1,female,27.0,0,0,223.17,S,1,1,1,Young Adult,Very High,Upper,0,223.17,Single
2937,3,male,21.0,1,0,33.72,S,2,0,0,Young Adult,Medium,Lower,0,16.86,Small Family
2938,3,male,21.0,0,0,55.27,S,1,1,0,Young Adult,Medium,Lower,0,55.27,Single
2939,3,female,23.0,0,0,40.77,C,1,1,1,Young Adult,Medium,Lower,0,40.77,Single
2940,1,male,22.0,0,0,243.31125,S,1,1,1,Young Adult,Very High,Upper,0,243.31125,Single
2941,2,female,13.0,2,1,46.3,S,4,0,1,Teen,Medium,Middle,1,11.575,Small Family
2942,3,male,15.0,0,0,25.48,C,1,1,0,Teen,Medium,Lower,1,25.48,Single
2943,2,male,19.0,2,0,46.87,S,3,0,0,Teen,Medium,Middle,0,15.623333333333333,Small Family
